target_id,account_id,campaign_id,target_date,priority,recommended_channel,status,month,target_rank_in_account_month,borrower_id,dpd,risk_segment,loan_type,outstanding_amount,status_account,timezone,city,state,strategy_version,campaign_name,target_definition,channel,rpc_flag,ptp_disposition_flag,contact_flag,ptp_flag,recovery_3d,recovery_7d,recovery_14d,recovery_30d,paid_3d_flag,paid_7d_flag,paid_14d_flag,paid_30d_flag,dpd_band
TGT0026540,ACC0000007,CMP0000065,2026-03-14,8,SMS,EXPIRED,2026-03,1,BRW0000727,45,MEDIUM,BNPL,438792.97,CLOSED,Asia/Kolkata,Kolkata,West Bengal,v3,30DPD_W1,DPD>=30,WHATSAPP,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,31-60
TGT0011299,ACC0000008,CMP0000021,2026-07-13,7,FIELD,EXPIRED,2026-07,1,BRW0011565,1,MEDIUM,PERSONAL,413180.65,WRITEOFF,UTC,,,legacy,NPA_RECOVERY,DPD>=60,FIELD,True,False,False,True,0.0,0.0,0.0,129255.53,False,False,False,True,0-7
TGT0003610,ACC0000009,CMP0000098,2026-04-23,9,WHATSAPP,CONTACTED,2026-04,1,BRW0009929,0,NPA,AUTO,546432.13,PAID,UTC,Hyderabad,Telangana,legacy,DIGITAL_FOLLOWUP,PROMISE_BROKEN,WHATSAPP,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,0-7
TGT0044371,ACC0000010,CMP0000097,2026-03-02,8,SMS,QUEUED,2026-03,1,BRW0010210,120,NPA,CREDIT_CARD,480229.21,ACTIVE,Asia/Dubai,Hyderabad,Telangana,v2,NPA_RECOVERY,NPA,MIXED,False,False,True,False,0.0,0.0,0.0,0.0,False,False,False,False,90+
TGT0025799,ACC0000010,CMP0000021,2026-06-04,8,SMS,QUEUED,2026-06,1,BRW0010210,120,NPA,CREDIT_CARD,480229.21,ACTIVE,Asia/Dubai,Hyderabad,Telangana,legacy,NPA_RECOVERY,DPD>=60,FIELD,False,False,False,False,0.0,0.0,0.0,113781.45,False,False,False,True,90+
TGT0032490,ACC0000013,CMP0000078,2026-01-12,7,SMS,SKIPPED,2026-01,1,BRW0011628,1,MEDIUM,BNPL,563492.59,CLOSED,Asia/Dubai,Bhubaneswar,Odisha,v2,60DPD_INTENT,HIGH_RISK,SMS,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,0-7
TGT0035554,ACC0000013,CMP0000053,2026-04-20,1,FIELD,QUEUED,2026-04,1,BRW0011628,1,MEDIUM,BNPL,563492.59,CLOSED,Asia/Dubai,Bhubaneswar,Odisha,v1,DIGITAL_FOLLOWUP,HIGH_RISK,VOICE,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,0-7
TGT0023799,ACC0000014,CMP0000110,2026-02-27,8,SMS,CONTACTED,2026-02,1,BRW0000483,60,MEDIUM,BNPL,309754.88,WRITEOFF,UTC,Hyderabad,Telangana,v2,DIGITAL_FOLLOWUP,DPD>=30,VOICE,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,31-60
TGT0042346,ACC0000014,CMP0000046,2026-05-05,2,FIELD,QUEUED,2026-05,1,BRW0000483,60,MEDIUM,BNPL,309754.88,WRITEOFF,UTC,Hyderabad,Telangana,v3,BOUNCE,PROMISE_BROKEN,WHATSAPP,False,False,False,False,0.0,0.0,0.0,81878.72,False,False,False,True,31-60
TGT0023330,ACC0000015,CMP0000112,2026-01-27,10,VOICE,CONTACTED,2026-01,1,,180,NPA,CREDIT_CARD,571588.51,PAID,Asia/Kolkata,,,v3,60DPD_INTENT,DPD>=30,MIXED,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,90+
TGT0028123,ACC0000015,CMP0000028,2026-05-15,8,SMS,CONTACTED,2026-05,1,,180,NPA,CREDIT_CARD,571588.51,PAID,Asia/Kolkata,,,legacy,30DPD_W1,HIGH_RISK,SMS,False,False,False,False,0.0,0.0,43465.37,43465.37,False,False,True,True,90+
TGT0020077,ACC0000016,CMP0000101,2026-03-20,1,VOICE,SKIPPED,2026-03,1,BRW0007427,180,LOW,CREDIT_CARD,219141.72,WRITEOFF,Asia/Dubai,Pune,Maharashtra,v3,BOUNCE,DPD>=30,MIXED,False,False,False,True,0.0,0.0,0.0,0.0,False,False,False,False,90+
TGT0037713,ACC0000016,CMP0000004,2026-06-02,10,SMS,EXPIRED,2026-06,1,BRW0007427,180,LOW,CREDIT_CARD,219141.72,WRITEOFF,Asia/Dubai,Pune,Maharashtra,legacy,BOUNCE,DPD>=60,VOICE,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,90+
TGT0010619,ACC0000017,CMP0000022,2026-02-04,1,VOICE,QUEUED,2026-02,1,BRW0011295,180,NPA,BNPL,5858.33,ACTIVE,Asia/Kolkata,Hyderabad,Telangana,v3,60DPD_INTENT,PROMISE_BROKEN,VOICE,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,90+
TGT0010780,ACC0000017,CMP0000099,2026-03-12,4,WHATSAPP,CONTACTED,2026-03,1,BRW0011295,180,NPA,BNPL,5858.33,ACTIVE,Asia/Kolkata,Hyderabad,Telangana,legacy,BOUNCE,PROMISE_BROKEN,WHATSAPP,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,90+
TGT0026809,ACC0000019,CMP0000115,2026-03-19,7,VOICE,CONTACTED,2026-03,1,BRW0006604,90,MEDIUM,BNPL,466998.79,PAID,Asia/Dubai,Delhi,Delhi,v2,BOUNCE,DPD>=30,FIELD,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,61-90
TGT0016671,ACC0000020,CMP0000120,2026-01-05,5,SMS,EXPIRED,2026-01,1,BRW0009853,45,NPA,PERSONAL,45094.95,WRITEOFF,Asia/Kolkata,Bhubaneswar,Odisha,v3,NPA_RECOVERY,DPD>=60,SMS,False,False,True,False,0.0,0.0,0.0,0.0,False,False,False,False,31-60
TGT0036260,ACC0000021,CMP0000072,2026-02-03,1,WHATSAPP,EXPIRED,2026-02,1,BRW0007548,1,HIGH,PERSONAL,360763.28,ACTIVE,UTC,Gurugram,Haryana,v2,30DPD_W1,DPD>=60,WHATSAPP,False,False,False,False,148955.31,148955.31,148955.31,148955.31,True,True,True,True,0-7
TGT0010906,ACC0000021,CMP0000115,2026-03-29,2,WHATSAPP,SKIPPED,2026-03,1,BRW0007548,1,HIGH,PERSONAL,360763.28,ACTIVE,UTC,Gurugram,Haryana,v2,BOUNCE,DPD>=30,FIELD,False,False,False,True,0.0,0.0,0.0,0.0,False,False,False,False,0-7
TGT0024250,ACC0000022,CMP0000086,2026-01-03,8,SMS,CONTACTED,2026-01,1,BRW0008984,75,HIGH,CREDIT_CARD,164021.52,PAID,Asia/Dubai,Hyderabad,Telangana,v3,DIGITAL_FOLLOWUP,PROMISE_BROKEN,SMS,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,61-90
TGT0036279,ACC0000022,CMP0000080,2026-05-03,2,VOICE,CONTACTED,2026-05,1,BRW0008984,75,HIGH,CREDIT_CARD,164021.52,PAID,Asia/Dubai,Hyderabad,Telangana,legacy,NPA_RECOVERY,DPD>=60,WHATSAPP,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,61-90
TGT0000840,ACC0000023,CMP0000011,2026-06-27,10,VOICE,CONTACTED,2026-06,1,BRW0011800,60,HIGH,CREDIT_CARD,640336.97,WRITEOFF,Asia/Kolkata,Gurugram,Haryana,v3,NPA_RECOVERY,HIGH_RISK,WHATSAPP,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,31-60
TGT0003878,ACC0000023,CMP0000053,2026-07-16,5,VOICE,SKIPPED,2026-07,1,BRW0011800,60,HIGH,CREDIT_CARD,640336.97,WRITEOFF,Asia/Kolkata,Gurugram,Haryana,v1,DIGITAL_FOLLOWUP,HIGH_RISK,VOICE,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,31-60
TGT0001439,ACC0000024,CMP0000002,2026-05-07,10,WHATSAPP,EXPIRED,2026-05,1,BRW0004644,0,HIGH,CREDIT_CARD,541188.19,CLOSED,Asia/Dubai,Chennai,Tamil Nadu,v2,BOUNCE,DPD>=60,MIXED,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,0-7
TGT0044472,ACC0000025,CMP0000033,2026-02-03,6,WHATSAPP,SKIPPED,2026-02,1,BRW0000342,5,LOW,PERSONAL,163102.81,PAID,Asia/Kolkata,Hyderabad,Telangana,legacy,DIGITAL_FOLLOWUP,DPD>=30,WHATSAPP,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,0-7
TGT0028376,ACC0000025,CMP0000066,2026-03-04,10,FIELD,CONTACTED,2026-03,1,BRW0000342,5,LOW,PERSONAL,163102.81,PAID,Asia/Kolkata,Hyderabad,Telangana,v2,60DPD_INTENT,HIGH_RISK,WHATSAPP,False,False,False,True,0.0,0.0,0.0,0.0,False,False,False,False,0-7
TGT0011605,ACC0000027,CMP0000101,2026-04-14,4,VOICE,EXPIRED,2026-04,1,BRW0003569,75,HIGH,PERSONAL,84250.6,PAID,Asia/Kolkata,Pune,Maharashtra,v3,BOUNCE,DPD>=30,MIXED,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,61-90
TGT0021338,ACC0000027,CMP0000118,2026-07-18,1,WHATSAPP,SKIPPED,2026-07,1,BRW0003569,75,HIGH,PERSONAL,84250.6,PAID,Asia/Kolkata,Pune,Maharashtra,v3,30DPD_W1,DPD>=60,FIELD,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,61-90
TGT0041354,ACC0000028,CMP0000093,2026-06-25,2,WHATSAPP,EXPIRED,2026-06,1,BRW0006881,1,LOW,AUTO,76946.8,PAID,Asia/Dubai,Kolkata,West Bengal,legacy,60DPD_INTENT,HIGH_RISK,SMS,False,False,False,False,105360.84,105360.84,105360.84,105360.84,True,True,True,True,0-7
TGT0030527,ACC0000029,CMP0000096,2026-03-13,10,FIELD,SKIPPED,2026-03,1,BRW0004858,60,NPA,CREDIT_CARD,397975.88,PAID,Asia/Dubai,Hyderabad,Telangana,legacy,DIGITAL_FOLLOWUP,DPD>=60,WHATSAPP,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,31-60
TGT0029144,ACC0000029,CMP0000010,2026-04-18,9,VOICE,QUEUED,2026-04,1,BRW0004858,60,NPA,CREDIT_CARD,397975.88,PAID,Asia/Dubai,Hyderabad,Telangana,v1,30DPD_W1,DPD>=30,FIELD,True,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,31-60
TGT0021936,ACC0000029,CMP0000089,2026-06-23,4,FIELD,CONTACTED,2026-06,1,BRW0004858,60,NPA,CREDIT_CARD,397975.88,PAID,Asia/Dubai,Hyderabad,Telangana,legacy,DIGITAL_FOLLOWUP,DPD>=60,WHATSAPP,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,31-60
TGT0006983,ACC0000030,CMP0000011,2026-06-08,7,FIELD,CONTACTED,2026-06,1,BRW0008905,75,LOW,PERSONAL,430667.35,CLOSED,UTC,Bengaluru,Karnataka,v3,NPA_RECOVERY,HIGH_RISK,WHATSAPP,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,61-90
TGT0008445,ACC0000031,CMP0000066,2026-05-24,8,VOICE,CONTACTED,2026-05,1,BRW0007251,120,MEDIUM,CONSUMER,52195.38,ACTIVE,Asia/Dubai,Mumbai,Maharashtra,v2,60DPD_INTENT,HIGH_RISK,WHATSAPP,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,90+
TGT0015605,ACC0000032,CMP0000093,2026-06-05,3,SMS,EXPIRED,2026-06,1,BRW0007025,75,HIGH,PERSONAL,163166.21,WRITEOFF,UTC,Hyderabad,Telangana,legacy,60DPD_INTENT,HIGH_RISK,SMS,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,61-90
TGT0031190,ACC0000032,CMP0000017,2026-07-23,3,VOICE,CONTACTED,2026-07,1,BRW0007025,75,HIGH,PERSONAL,163166.21,WRITEOFF,UTC,Hyderabad,Telangana,v3,NPA_RECOVERY,HIGH_RISK,MIXED,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,61-90
TGT0034228,ACC0000036,CMP0000014,2026-01-28,4,FIELD,EXPIRED,2026-01,1,BRW0008512,30,NPA,CREDIT_CARD,43455.51,PAID,Asia/Kolkata,Pune,Maharashtra,v1,NPA_RECOVERY,DPD>=30,SMS,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,8-30
TGT0035886,ACC0000036,CMP0000073,2026-07-18,1,VOICE,SKIPPED,2026-07,1,BRW0008512,30,NPA,CREDIT_CARD,43455.51,PAID,Asia/Kolkata,Pune,Maharashtra,v2,60DPD_INTENT,PROMISE_BROKEN,SMS,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,8-30
TGT0035118,ACC0000039,CMP0000012,2026-06-14,9,FIELD,CONTACTED,2026-06,1,BRW0008101,45,MEDIUM,PERSONAL,307479.36,WRITEOFF,Asia/Kolkata,Bengaluru,Karnataka,v1,NPA_RECOVERY,DPD>=60,WHATSAPP,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,31-60
TGT0044600,ACC0000041,CMP0000035,2026-01-17,5,FIELD,SKIPPED,2026-01,1,BRW0009805,0,MEDIUM,PERSONAL,434086.27,PAID,Asia/Kolkata,Chennai,Tamil Nadu,legacy,30DPD_W1,DPD>=30,MIXED,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,0-7
TGT0035295,ACC0000041,CMP0000011,2026-07-24,1,VOICE,QUEUED,2026-07,1,BRW0009805,0,MEDIUM,PERSONAL,434086.27,PAID,Asia/Kolkata,Chennai,Tamil Nadu,v3,NPA_RECOVERY,HIGH_RISK,WHATSAPP,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,0-7
TGT0002448,ACC0000041,CMP0000113,2026-08-08,5,FIELD,QUEUED,2026-08,1,BRW0009805,0,MEDIUM,PERSONAL,434086.27,PAID,Asia/Kolkata,Chennai,Tamil Nadu,legacy,30DPD_W1,DPD>=60,WHATSAPP,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,0-7
TGT0012609,ACC0000042,CMP0000029,2026-01-26,3,VOICE,QUEUED,2026-01,1,BRW0002352,75,HIGH,CREDIT_CARD,398194.73,WRITEOFF,Asia/Dubai,Kolkata,West Bengal,v1,60DPD_INTENT,NPA,MIXED,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,61-90
TGT0027745,ACC0000042,CMP0000110,2026-06-04,6,WHATSAPP,SKIPPED,2026-06,1,BRW0002352,75,HIGH,CREDIT_CARD,398194.73,WRITEOFF,Asia/Dubai,Kolkata,West Bengal,v2,DIGITAL_FOLLOWUP,DPD>=30,VOICE,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,61-90
TGT0004717,ACC0000042,CMP0000094,2026-07-08,8,FIELD,QUEUED,2026-07,1,BRW0002352,75,HIGH,CREDIT_CARD,398194.73,WRITEOFF,Asia/Dubai,Kolkata,West Bengal,v3,60DPD_INTENT,DPD>=30,WHATSAPP,False,False,False,True,0.0,0.0,0.0,0.0,False,False,False,False,61-90
TGT0007757,ACC0000043,CMP0000017,2026-03-15,6,FIELD,CONTACTED,2026-03,1,BRW0000499,45,MEDIUM,PERSONAL,10596.55,ACTIVE,Asia/Kolkata,,,v3,NPA_RECOVERY,HIGH_RISK,MIXED,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,31-60
TGT0030909,ACC0000043,CMP0000021,2026-06-02,1,WHATSAPP,SKIPPED,2026-06,1,BRW0000499,45,MEDIUM,PERSONAL,10596.55,ACTIVE,Asia/Kolkata,,,legacy,NPA_RECOVERY,DPD>=60,FIELD,True,True,False,False,0.0,0.0,0.0,0.0,False,False,False,False,31-60
TGT0042734,ACC0000044,CMP0000067,2026-01-24,3,WHATSAPP,CONTACTED,2026-01,1,BRW0009131,90,LOW,AUTO,93976.57,WRITEOFF,UTC,Jaipur,Rajasthan,v2,30DPD_W1,DPD>=60,MIXED,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,61-90
TGT0021051,ACC0000044,CMP0000053,2026-04-06,3,SMS,CONTACTED,2026-04,1,BRW0009131,90,LOW,AUTO,93976.57,WRITEOFF,UTC,Jaipur,Rajasthan,v1,DIGITAL_FOLLOWUP,HIGH_RISK,VOICE,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,61-90
TGT0017862,ACC0000044,CMP0000029,2026-05-30,5,WHATSAPP,CONTACTED,2026-05,1,BRW0009131,90,LOW,AUTO,93976.57,WRITEOFF,UTC,Jaipur,Rajasthan,v1,60DPD_INTENT,NPA,MIXED,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,61-90
TGT0005281,ACC0000044,CMP0000081,2026-07-17,6,VOICE,CONTACTED,2026-07,1,BRW0009131,90,LOW,AUTO,93976.57,WRITEOFF,UTC,Jaipur,Rajasthan,legacy,DIGITAL_FOLLOWUP,DPD>=60,WHATSAPP,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,61-90
TGT0020235,ACC0000045,CMP0000047,2026-03-27,7,FIELD,QUEUED,2026-03,1,BRW0011298,1,LOW,PERSONAL,588888.35,WRITEOFF,Asia/Kolkata,Hyderabad,Telangana,v2,BOUNCE,DPD>=60,WHATSAPP,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,0-7
TGT0029326,ACC0000045,CMP0000001,2026-05-01,5,WHATSAPP,EXPIRED,2026-05,1,BRW0011298,1,LOW,PERSONAL,588888.35,WRITEOFF,Asia/Kolkata,Hyderabad,Telangana,legacy,DIGITAL_FOLLOWUP,DPD>=30,FIELD,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,0-7
TGT0043191,ACC0000046,CMP0000058,2026-01-18,3,SMS,SKIPPED,2026-01,1,BRW0001750,30,LOW,CONSUMER,487057.57,PAID,Asia/Kolkata,Mumbai,Maharashtra,legacy,BOUNCE,NPA,VOICE,False,False,False,False,45021.98,45021.98,45021.98,45021.98,True,True,True,True,8-30
TGT0035057,ACC0000046,CMP0000103,2026-04-27,7,FIELD,SKIPPED,2026-04,1,BRW0001750,30,LOW,CONSUMER,487057.57,PAID,Asia/Kolkata,Mumbai,Maharashtra,legacy,NPA_RECOVERY,PROMISE_BROKEN,WHATSAPP,False,False,True,False,0.0,0.0,0.0,0.0,False,False,False,False,8-30
TGT0001304,ACC0000048,CMP0000059,2026-04-09,4,SMS,CONTACTED,2026-04,1,BRW0002427,0,LOW,CONSUMER,563305.29,ACTIVE,UTC,Bhubaneswar,Odisha,legacy,30DPD_W1,HIGH_RISK,MIXED,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,0-7
TGT0007471,ACC0000048,CMP0000035,2026-05-10,10,SMS,CONTACTED,2026-05,1,BRW0002427,0,LOW,CONSUMER,563305.29,ACTIVE,UTC,Bhubaneswar,Odisha,legacy,30DPD_W1,DPD>=30,MIXED,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,0-7
TGT0042848,ACC0000049,CMP0000041,2026-02-09,2,VOICE,EXPIRED,2026-02,1,BRW0010045,15,MEDIUM,BNPL,418724.32,CLOSED,UTC,,,legacy,30DPD_W1,PROMISE_BROKEN,SMS,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,8-30
TGT0003536,ACC0000049,CMP0000049,2026-06-15,5,SMS,CONTACTED,2026-06,1,BRW0010045,15,MEDIUM,BNPL,418724.32,CLOSED,UTC,,,v1,60DPD_INTENT,HIGH_RISK,VOICE,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,8-30
TGT0029003,ACC0000050,CMP0000074,2026-07-08,8,VOICE,QUEUED,2026-07,1,BRW0003242,15,NPA,BNPL,213884.7,CLOSED,Asia/Dubai,Chennai,Tamil Nadu,legacy,BOUNCE,DPD>=30,MIXED,False,False,False,True,0.0,0.0,0.0,0.0,False,False,False,False,8-30
TGT0015498,ACC0000051,CMP0000011,2026-01-24,2,WHATSAPP,QUEUED,2026-01,1,BRW0009029,60,NPA,AUTO,580808.7,ACTIVE,UTC,Bhubaneswar,Odisha,v3,NPA_RECOVERY,HIGH_RISK,WHATSAPP,True,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,31-60
TGT0002994,ACC0000052,CMP0000044,2026-06-11,4,WHATSAPP,CONTACTED,2026-06,1,BRW0011461,60,MEDIUM,CONSUMER,676258.98,PAID,UTC,Hyderabad,Telangana,v1,NPA_RECOVERY,NPA,SMS,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,31-60
TGT0017128,ACC0000053,CMP0000060,2026-06-10,6,WHATSAPP,EXPIRED,2026-06,1,BRW0003516,30,LOW,PERSONAL,480332.44,WRITEOFF,UTC,Bhubaneswar,Odisha,v3,30DPD_W1,DPD>=30,SMS,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,8-30
TGT0009722,ACC0000054,CMP0000089,2026-01-24,7,SMS,CONTACTED,2026-01,1,BRW0007506,15,MEDIUM,PERSONAL,647780.81,PAID,UTC,Pune,Maharashtra,legacy,DIGITAL_FOLLOWUP,DPD>=60,WHATSAPP,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,8-30
TGT0016220,ACC0000055,CMP0000036,2026-04-07,6,FIELD,SKIPPED,2026-04,1,BRW0000196,45,LOW,AUTO,612365.44,ACTIVE,UTC,Gurugram,Haryana,v1,30DPD_W1,NPA,SMS,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,31-60
TGT0005869,ACC0000056,CMP0000017,2026-07-15,3,SMS,SKIPPED,2026-07,1,BRW0008514,75,NPA,CONSUMER,374086.74,ACTIVE,Asia/Dubai,Gurugram,Haryana,v3,NPA_RECOVERY,HIGH_RISK,MIXED,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,61-90
TGT0014241,ACC0000057,CMP0000029,2026-03-24,10,WHATSAPP,QUEUED,2026-03,1,BRW0003852,180,HIGH,PERSONAL,318116.64,PAID,UTC,Chennai,Tamil Nadu,v1,60DPD_INTENT,NPA,MIXED,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,90+
TGT0012143,ACC0000057,CMP0000073,2026-05-31,10,WHATSAPP,EXPIRED,2026-05,1,BRW0003852,180,HIGH,PERSONAL,318116.64,PAID,UTC,Chennai,Tamil Nadu,v2,60DPD_INTENT,PROMISE_BROKEN,SMS,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,90+
TGT0038849,ACC0000058,CMP0000032,2026-02-04,1,FIELD,CONTACTED,2026-02,1,BRW0003122,30,MEDIUM,PERSONAL,341297.86,CLOSED,Asia/Dubai,Hyderabad,Telangana,v2,NPA_RECOVERY,DPD>=30,MIXED,False,False,True,True,0.0,0.0,0.0,0.0,False,False,False,False,8-30
TGT0000783,ACC0000058,CMP0000086,2026-06-28,10,SMS,CONTACTED,2026-06,1,BRW0003122,30,MEDIUM,PERSONAL,341297.86,CLOSED,Asia/Dubai,Hyderabad,Telangana,v3,DIGITAL_FOLLOWUP,PROMISE_BROKEN,SMS,True,True,False,True,0.0,0.0,0.0,0.0,False,False,False,False,8-30
TGT0035107,ACC0000061,CMP0000004,2026-06-05,6,WHATSAPP,SKIPPED,2026-06,1,BRW0005792,60,HIGH,CREDIT_CARD,212611.44,CLOSED,Asia/Kolkata,Mumbai,Maharashtra,legacy,BOUNCE,DPD>=60,VOICE,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,31-60
TGT0027888,ACC0000062,CMP0000073,2026-03-13,6,VOICE,QUEUED,2026-03,1,BRW0006847,1,LOW,CREDIT_CARD,374609.37,WRITEOFF,Asia/Kolkata,Chennai,Tamil Nadu,v2,60DPD_INTENT,PROMISE_BROKEN,SMS,True,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,0-7
